STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2010,,4.4776119403,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2011,,4.4117647059,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2012,,4.7619047619,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2013,,4.6728971963,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2014,,5.0228310502,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2015,,4.0909090909,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2016,,3.5555555556,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2017,,4.329004329,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2018,,4.2372881356,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2019,,3.75,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2020,,4.4897959184,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2000,,8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2001,,7.0967741935,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2002,,6.875,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2003,,6.6666666667,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2004,,5.8823529412,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2005,,5.7471264368,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2006,,5.0561797753,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,SWE,Sweden,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2007,,6.5217391304,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2009,,40.141383263,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2010,,39.589922537,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2011,,39.335180055,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2012,,38.146489053,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2013,,38.611909651,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2014,,38.461538462,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2015,,38.724214341,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2016,,38.199558243,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2017,,37.298914297,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2018,,36.2369,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2019,,35.323323028,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,KOR,Korea,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2020,,34.573519998,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2017,,17.944621938,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2018,,17.153478492,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2019,,16.964285714,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2020,,15.805946792,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2000,,26.792255364,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2012,,34.247619048,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2004,,23.312883436,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2005,,25.885714286,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2006,,25.92,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,AUS,Australia,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D9,Decile 9,_T,Total,2007,,25.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2009,,12.99734748,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2010,,10.933333333,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2011,,10.052910053,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2012,,12.303664921,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2013,,10.051546392,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2014,,9.6202531646,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2015,,9.6774193548,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2016,,8.6746987952,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2017,,9.8850574713,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2018,,13.062098501,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2019,,14.72392638,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2020,,10.980392157,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2000,,13.666666667,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2001,,13.183279743,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2002,,11.464968153,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2003,,11.25,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2004,,10.526315789,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2005,,11.782477341,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2006,,12.827988338,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,USA,United States,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,D1,Decile 1,_T,Total,2007,,13.445378151,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2009,,28.284923928,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2010,,28.684300928,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2011,,27.395364926,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2012,,26.523545706,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2013,,26.587578507,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2014,,25.870989997,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2015,,25.731790334,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2016,,24.601289447,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2017,,24.518092661,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2018,,23.537368955,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2019,,23.480013436,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2020,,22.518568535,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2000,,33.85930309,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2001,,33.864671438,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2002,,32.529722589,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2003,,31.997350116,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2004,,31.087391594,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2005,,32.825438887,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@GENDER_WAGE_GAP(1.0),Gender wage gap,I,JPN,Japan,GWP,Gender wage gap,PT_WG_SAL_M_D,Percentage of wages of men in the same decile,_Z,Not applicable,_Z,Not applicable,MEDIAN,Median,_T,Total,2006,,32.980832783,,,,A,Normal value,0,Units,1,One
